parameter_name,HDL-cholesterol
pvalue,0.3872468
parameter_id,HMGULA_CBC_016_001
analysis_id,nb55gu0l822lw4k
gene_symbol,Ap5s1
mouse_life_stage,Early adult
gene_accession_id,MGI:1916846
mouse_strain,C57BL
