parameter_id,M-G-P_009_001_003
mouse_strain,C57BL
gene_symbol,Zc2hc1a
parameter_name,Body weight
analysis_id,117alh209r2f8o0
mouse_life_stage,Early adult
pvalue,0.359531
gene_accession_id,MGI:1914556
