gene_symbol,Bcs1l
pvalue,0.9832326
mouse_life_stage,E9.5
parameter_name,Shape of vertebrae
parameter_id,IMPC_XRY_018_001
gene_accession_id,MGI:1914071
analysis_id,b19t462m8651s84
mouse_strain,C57BL
