parameter_name,Whole arena resting time
pvalue,0.882405
analysis_id,5h5h694ok2u055e
mouse_life_stage,Late adult
gene_symbol,Tbl1xr1
parameter_id,JAX_OFD_007_001
gene_accession_id,MGI:2441730
mouse_strain,C57BL
