gene_symbol,Wars2
parameter_id,IMPC_IMM_052_001
analysis_id,v48nn9js6iy1sob
mouse_life_stage,E9.5
pvalue,0.2555502
mouse_strain,C57BL
gene_accession_id,MGI:1917810
parameter_name,Eosinophils
