parameter_id,MGP_IMM_048_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Follicular B cells - % of B2 cells
analysis_id,09q0823i18dp5c5
gene_accession_id,MGI:1915848
pvalue,0.3045848
gene_symbol,Dnajc8
