parameter_id,M-G-P_016_001_001
parameter_name,White blood cell-count
pvalue,0.7161856
mouse_strain,C57BL
gene_symbol,Hspa5
mouse_life_stage,E12.5
gene_accession_id,MGI:95835
analysis_id,40eq498158zx772
