mouse_life_stage,Middle aged adult
parameter_name,Limb grasp
gene_symbol,Snap23
analysis_id,f6k2pizx45g6k91
mouse_strain,C57BL
gene_accession_id,MGI:109356
pvalue,0.1866437
parameter_id,JAXLA_CSD_039_001
