mouse_strain,C57BL
analysis_id,bx63l9hvo065z60
gene_accession_id,MGI:1927379
pvalue,0.2559426
parameter_id,IMPC_IPG_010_001
parameter_name,Fasted blood glucose concentration
gene_symbol,Rhbg
mouse_life_stage,Early adult
