parameter_id,IMPC_HEM_030_001
gene_symbol,Kdm4c
parameter_name,Neutrophil cell count
pvalue,0.3751885
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
analysis_id,3v33dejz32su45h
mouse_strain,C57BL
