parameter_id,IMPC_FEA_106_001
mouse_life_stage,Early adult
pvalue,0.06626845
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
gene_accession_id,MGI:1931322
mouse_strain,C57BL
gene_symbol,Car13
analysis_id,a35cb7dh2av48v3
