gene_symbol,Cds2
mouse_life_stage,Early adult
analysis_id,8v5zryy4962w56f
parameter_name,Humerus
parameter_id,IMPC_XRY_021_001
gene_accession_id,MGI:1332236
mouse_strain,C57BL
pvalue,0.6265537
