gene_symbol,Extl1
mouse_strain,C57BL
parameter_id,IMPC_HEM_006_001
gene_accession_id,MGI:1888742
pvalue,0.8609591
mouse_life_stage,Early adult
analysis_id,df30am1a1jfr9qj
parameter_name,Mean corpuscular hemoglobin
