mouse_life_stage,E12.5
pvalue,0.2637113
parameter_id,MGP_CSD_025_001
parameter_name,Ventral coat/hair presence
analysis_id,m12436d3zb823f8
gene_symbol,Eprs1
mouse_strain,C57BL
gene_accession_id,MGI:97838
