gene_symbol,Ddx27
parameter_id,IMPC_OFD_022_001
mouse_strain,129SV
pvalue,0.653999
gene_accession_id,MGI:2385884
parameter_name,Percentage center time
analysis_id,4n9571t18678b23
mouse_life_stage,Early adult
