gene_symbol,Lpgat1
parameter_name,PP4 + pulse startle magnitude
mouse_strain,C57BL
analysis_id,3s5sm706qrdj105
pvalue,0.149009
mouse_life_stage,Late adult
parameter_id,ESLIM_011_001_010
gene_accession_id,MGI:2446186
