parameter_id,IMPC_XRY_027_001
gene_symbol,Hpca
pvalue,0.6983482
mouse_life_stage,Late adult
analysis_id,28497p22y8x3qes
parameter_name,Joints
mouse_strain,C57BL
gene_accession_id,MGI:1336200
