mouse_life_stage,E9.5
parameter_name,Breath rate during sleep standard deviation
gene_symbol,Bcs1l
mouse_strain,C57BL
parameter_id,JAX_SLW_014_001
pvalue,0.7775142
gene_accession_id,MGI:1914071
analysis_id,nareiw67z5x7cux
