pvalue,0.5826866
mouse_strain,C57BL
analysis_id,544gha40tt0bllp
gene_accession_id,MGI:88461
parameter_name,Corneal opacity
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_008_001
gene_symbol,Col6a3
