parameter_name,Tremor
parameter_id,IMPC_CSD_030_001
mouse_strain,C57BL
gene_symbol,Lcn2
mouse_life_stage,Early adult
analysis_id,v9o1mk89m6294jb
pvalue,0.07118106
gene_accession_id,MGI:96757
