gene_symbol,Trp53i11
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_021_001
gene_accession_id,MGI:2670995
parameter_name,Number of rears - total
pvalue,0.1182836
analysis_id,kb12x8ia73b52id
mouse_strain,C57BL
