gene_symbol,Frmpd1
mouse_life_stage,Early adult
pvalue,0.4892915
parameter_name,RR
gene_accession_id,MGI:2446274
parameter_id,IMPC_ECG_004_001
analysis_id,mx2wx7vf9z467i4
mouse_strain,C57BL
