gene_symbol,Zyg11b
analysis_id,4xgpwy634dc56r8
parameter_name,Mean-corpuscular-haemoglobin
gene_accession_id,MGI:2685277
mouse_strain,C57BL
pvalue,0.07640553
parameter_id,M-G-P_016_001_006
mouse_life_stage,E18.5
