gene_symbol,Dnajc6
pvalue,0.2071922
gene_accession_id,MGI:1919935
parameter_name,Lens
mouse_strain,C57BL
parameter_id,IMPC_EYE_016_001
analysis_id,4o0i0q5979305xb
mouse_life_stage,Early adult
