parameter_id,IMPC_FEA_003_001
mouse_strain,129SV
gene_accession_id,MGI:1923959
pvalue,0.4678086
parameter_name,Conditioning Baseline % Freezing Time
analysis_id,496727s4154c33x
mouse_life_stage,Early adult
gene_symbol,Arpc2
