gene_symbol,Secisbp2l
parameter_name,ST
pvalue,0.4883451
mouse_strain,C57BL
gene_accession_id,MGI:1917604
analysis_id,3jwiev127159av5
parameter_id,IMPC_ECG_008_001
mouse_life_stage,Late adult
