gene_symbol,Jun
analysis_id,w5h6v762e81mpxz
mouse_strain,C57BL
parameter_id,JAXLA_HBD_001_001
pvalue,0.6640725
parameter_name,Total holepokes
gene_accession_id,MGI:96646
mouse_life_stage,E9.5
