parameter_id,IMPC_GEO_048_002
pvalue,0.6355798
gene_symbol,Dmap1
analysis_id,0xb8y77842g7c2g
mouse_life_stage,E12.5
gene_accession_id,MGI:1913483
mouse_strain,C57BL
parameter_name,Anophthalmia
