parameter_id,IMPC_DXA_009_001
mouse_strain,C57BL
parameter_name,Fat/Body weight
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
analysis_id,t8yr26aul7m80z0
gene_symbol,Lpgat1
pvalue,0.4772137
