gene_symbol,Bmi1
parameter_id,ESLIM_011_001_007
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
analysis_id,74zk265613tlux0
pvalue,0.9785748
parameter_name,PP1 + pulse startle magnitude
mouse_strain,C57BL
