parameter_id,JAX_LDT_009_001
parameter_name,Percent time in light
gene_symbol,Rab22a
mouse_strain,C57BL
analysis_id,i5cdcxz9845ba2v
pvalue,0.9412074
mouse_life_stage,Early adult
gene_accession_id,MGI:105072
