parameter_id,IMPC_DXA_009_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,4.915782e-06
gene_symbol,Zcchc2
gene_accession_id,MGI:2444114
parameter_name,Fat/Body weight
analysis_id,e6oz8prva4dc1c2
