gene_symbol,Slc30a4
mouse_life_stage,Late adult
pvalue,0.5033822
parameter_id,MGP_MLN_093_001
mouse_strain,C57BL
analysis_id,o40532j71qac8yw
parameter_name,KLRG1+ NK cells - % of CD45+
gene_accession_id,MGI:1345282
