gene_symbol,Bmi1
pvalue,0.2251555
parameter_id,MGP_MLN_072_001
analysis_id,kibrn18xqknt6w3
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_name,KLRG1+ Treg cells - % of CD45+
gene_accession_id,MGI:88174
