parameter_id,IMPC_DXA_004_001
gene_symbol,Rap2b
mouse_life_stage,Early adult
pvalue,0.9028994
mouse_strain,C57BL
gene_accession_id,MGI:1921262
analysis_id,wx0g839j91aemdx
parameter_name,Bone Mineral Density (excluding skull)
