gene_symbol,Hnf4a
mouse_life_stage,Late adult
analysis_id,x30l0e91x5mcf46
pvalue,0.2273323
parameter_name,Eyelid morphology
gene_accession_id,MGI:109128
parameter_id,IMPC_EYE_004_001
mouse_strain,C57BL
