parameter_id,IMPC_HEM_029_001
analysis_id,80031125qo87vik
mouse_life_stage,Early adult
pvalue,0.8724252
parameter_name,Neutrophil differential count
gene_symbol,Trpa1
gene_accession_id,MGI:3522699
mouse_strain,C57BL
