gene_symbol,Slc30a4
parameter_id,MGP_MLN_067_001
mouse_life_stage,Early adult
parameter_name,Resting CD4+ T helper cells - % of CD45+
mouse_strain,C57BL
gene_accession_id,MGI:1345282
pvalue,0.4264541
analysis_id,8h9477if113ed16
