parameter_name,Center average speed
mouse_strain,C57BL
gene_symbol,Kifap3
analysis_id,5756250rqe36zn9
gene_accession_id,MGI:107566
pvalue,0.2890182
parameter_id,JAXLA_OFD_017_001
mouse_life_stage,Early adult
