gene_symbol,Fgb
analysis_id,r3p18o8e212h2nh
mouse_life_stage,E12.5
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:99501
mouse_strain,C57BL
parameter_id,IMPC_IMM_005_002
pvalue,0.6999545
