parameter_id,MGP_BMI_006_001
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
mouse_life_stage,Early adult
gene_symbol,Atg4c
analysis_id,ywha7sw130s0luf
pvalue,0.5598702
mouse_strain,C57BL
gene_accession_id,MGI:2651854
