gene_symbol,Tiprl
pvalue,0.6965402
mouse_strain,C57BL
analysis_id,egl0yk8q84q4tsq
parameter_id,JAXLA_CSD_039_001
parameter_name,Limb grasp
mouse_life_stage,Early adult
gene_accession_id,MGI:1915087
