gene_symbol,Bpifa3
mouse_life_stage,Early adult
pvalue,0.3674687
gene_accession_id,MGI:1920638
parameter_id,IMPC_GEL_063_001
mouse_strain,129SV
parameter_name,Delayed embryonic development
analysis_id,0k31t08z5h412v9
