Gene_symbol,Lpgat1
Parameter_id,JAX_LDT_002_001
pvalue,0.07526756
Parameter_name,Light side time spent
Mouse_strain,C57BL
analysis_id,e5137hubr573tq6
mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
