parameter_id,MGP_PBI_019_001
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
parameter_name,Neutrophil percentage
pvalue,0.08865177
analysis_id,72u6978l94038sw
