gene_symbol,Mapkap1
mouse_strain,C57BL
pvalue,0.8061214
mouse_life_stage,E15.5
parameter_id,IMPC_EYE_062_001
gene_accession_id,MGI:2444554
analysis_id,6k1tm1ixw681g81
parameter_name,Right total retinal thickness
