mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,1v3pfc0h0445qo9
parameter_name,Startle Response
gene_symbol,Dnaaf9
gene_accession_id,MGI:1923029
parameter_id,M-G-P_008_001_013
pvalue,0.8576079
