parameter_name,Periphery distance travelled
pvalue,0.383987
parameter_id,JAX_OFD_010_001
mouse_strain,C57BL
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
analysis_id,9836u1te70m59dd
gene_symbol,Nanp
