gene_symbol,Snrpb2
mouse_strain,C57BL
gene_accession_id,MGI:104805
parameter_name,Midbrain
pvalue,0.5997362
mouse_life_stage,Early adult
analysis_id,6ap59m474v71q5k
parameter_id,IMPC_GEL_029_001
