parameter_id,IMPC_GEO_064_001
parameter_name,Edema
analysis_id,5uan80532091zy0
mouse_life_stage,Early adult
gene_symbol,Ubxn11
mouse_strain,C57BL
gene_accession_id,MGI:1914836
pvalue,0.05534391
