parameter_id,M-G-P_016_001_001
mouse_life_stage,Late adult
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
analysis_id,80sdaco96dwa2gh
parameter_name,White blood cell-count
mouse_strain,C57BL
pvalue,0.3274661
