gene_symbol,Mecom
analysis_id,yku1h95ex0774a5
gene_accession_id,MGI:95457
parameter_name,Transitional 1 B cells - % of CD45+
parameter_id,MGP_IMM_110_001
mouse_life_stage,E15.5
mouse_strain,C57BL
pvalue,0.957758
