parameter_name,Eye
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_001
analysis_id,c8948ha3i4hbxh5
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
mouse_strain,C57BL
pvalue,0.1858262
