mouse_strain,129SV
pvalue,0.7455772
parameter_id,IMPC_CSD_029_001
parameter_name,Activity (body position)
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
analysis_id,2p5b3g6vcwua2r1
