gene_symbol,Etfdh
mouse_life_stage,Early adult
gene_accession_id,MGI:106100
mouse_strain,C57BL
parameter_id,MGP_IMM_014_001
parameter_name,Effector CD8+ T cells - % of CD8+
analysis_id,cows66uz6n2f7e5
pvalue,0.664343
