parameter_name,Periphery resting time
mouse_life_stage,Early adult
pvalue,0.9154646
parameter_id,ESLIM_007_001_007
gene_symbol,Abo
mouse_strain,C57BL
analysis_id,088712hlgt7p2i7
gene_accession_id,MGI:2135738
