parameter_id,JAX_LDT_008_001
mouse_strain,C54BL
mouse_life_stage,E9.5
pvalue,0.790264
parameter_name,Percent time in dark
analysis_id,jjt0xj7fmna4137
gene_accession_id,MGI:1328306
gene_symbol,Orc2
