parameter_id,MGP_MLN_093_001
gene_symbol,Rab13
parameter_name,KLRG1+ NK cells - % of CD45+
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8869527
gene_accession_id,MGI:1927232
analysis_id,c46j315mc9n97b7
