parameter_id,ESLIM_007_001_015
mouse_strain,C57BL
parameter_name,Number of centre entries
mouse_life_stage,E9.5
pvalue,0.2453755
analysis_id,2439n066lxf6u09
gene_accession_id,MGI:1328306
gene_symbol,Orc2
