parameter_name,12kHz-evoked ABR Threshold
gene_accession_id,MGI:1338032
mouse_life_stage,Early adult
gene_symbol,Sema6c
parameter_id,IMPC_ABR_006_001
mouse_strain,C57BL
analysis_id,vv4r9y52026w1da
pvalue,0.5770904
