mouse_life_stage,Late adult
pvalue,0.4201735
parameter_name,Body Weight
mouse_strain,C57BL
gene_symbol,Hpca
parameter_id,M-G-P_012_001_005
analysis_id,113b0g9d71lqn53
gene_accession_id,MGI:1336200
