parameter_name,Startle response
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2685277
parameter_id,HMGULA_SHI_009_001
analysis_id,lxc1cjbvi8a3w5r
pvalue,0.06118499
gene_symbol,Zyg11b
