mouse_life_stage,Late adult
pvalue,0.6593827
parameter_id,ICS_FEA_019_001
parameter_name,% Freezing duration pre-cue-2
gene_symbol,Secisbp2l
mouse_strain,C57BL
analysis_id,1d06apwi35d12me
gene_accession_id,MGI:1917604
