gene_accession_id,MGI:2140475
gene_symbol,AU040320
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_006_001
pvalue,0.375541
parameter_name,Response amplitude - S
analysis_id,8gfuyg9ns04il59
